,tot,counts,mean
Motivational Speaking,1424720.0,26.0,54796.92307692308
Healthcare Common Procedure Coding Systems,25701567.0,441.0,58280.19727891157
Traffic Regulations,8377844.0,220.0,38081.10909090909
Time Study,23296013.5,343.0,67918.40670553935
Socialization,46143584.0,1259.0,36650.98014297061
Personal Integrity,169248291.0,2755.0,61433.13647912886
Epic Identity,0.0,0.0,
Volume License Key,201500.0,2.0,100750.0
Close Work Orders,4399090.0,79.0,55684.6835443038
Certified Professional In Supply Management (Standards Organizations),4837030.0,44.0,109932.5
Triple DES,264160.0,2.0,132080.0
Mockito,18326105.5,163.0,112430.09509202454
Identifying Leads,2932397.5,46.0,63747.77173913043
Web Banner,4848679.0,80.0,60608.4875
Microsoft Windows 10,111692293.0,1974.0,56581.70871327254
Data Mapping,62326247.5,580.0,107459.0474137931
Good Governance,1334659.5,9.0,148295.5
Forward Engineering,162800.0,3.0,54266.666666666664
Healthcare Strategy,4059393.0,37.0,109713.32432432432
Web Development Tools,4965471.5,66.0,75234.41666666667
Pneumatic Schematics,7458138.0,125.0,59665.104
Tanker Endorsement,275028038.0,3494.0,78714.37836290784
Executive Information Systems,44735853.0,781.0,57280.221510883486
Machine Operation,572091247.0,16485.0,34703.74564755839
Proposal Development,69341103.5,693.0,100059.31240981241
Attunity,3326344.5,22.0,151197.47727272726
Invasive Monitoring,1688328.0,16.0,105520.5
Merchandising,1650027524.0,47180.0,34973.029334463754
Screen Sharing,7763248.0,141.0,55058.49645390071
Financial Education,6226089.0,84.0,74120.10714285714
Data Element,935596.0,9.0,103955.11111111111
Statistical Reporting,63192101.0,1103.0,57291.116047144154
Style Guides,53779778.5,662.0,81238.33610271904
Cleanrooms,32599848.5,776.0,42010.114046391755
Script Writing,7086590.5,95.0,74595.68947368421
Elementary Algebra,27496812.0,573.0,47987.4554973822
Windows Defender,3351280.5,41.0,81738.5487804878
Executive Coaching,7032801.5,43.0,163553.52325581395
Oracle Master Certification,19377304.5,172.0,112658.74709302325
Salesforce Einstein,1998322.0,18.0,111017.88888888889
Project Management Body Of Knowledge (PMBOK) Methodology,38053391.5,304.0,125175.62993421052
Build Management,8423223.0,71.0,118636.94366197183
Patent Prosecution,12085428.5,145.0,83347.78275862068
Computer Engineering,305818047.0,2736.0,111775.60197368421
Industrial Internet Of Things (IIoT),11577644.0,96.0,120600.45833333333
Supercomputing,5521677.0,64.0,86276.203125
Qualification In Immunohistochemistry,0.0,0.0,
Productivity Improvement,11977093.5,189.0,63370.86507936508
Document Retrieval,9928570.5,172.0,57724.24709302326
Claims Investigations,38451289.5,728.0,52817.705357142855
Concrete Placement,2805509.0,51.0,55009.98039215686
Grinding Wheels,8046461.5,221.0,36409.32805429864
Clinical Pathology,9386215.0,108.0,86909.39814814815
Dynamic HTML,14575191.5,121.0,120456.12809917355
Disciplinary Counseling,138925.5,2.0,69462.75
Foreign Corrupt Practices Act,3108389.5,22.0,141290.43181818182
Articulate Storyline,6245870.0,80.0,78073.375
Coverity,4768930.0,34.0,140262.64705882352
Traceability Matrix,12934279.0,135.0,95809.47407407407
SQF (Safe Quality Food) Practitioner,14224464.0,254.0,56001.82677165354
Human Resource Strategy,30349811.5,311.0,97587.81832797428
3M Encoder,359886.0,4.0,89971.5
Electronics Manufacturing,17202545.5,388.0,44336.4574742268
PDF Editors,2650556.0,39.0,67962.97435897436
Brand Identity,30783697.5,463.0,66487.46760259179
Stretch Wrapping,46805974.5,1366.0,34264.98865300146
GoSystems (Tax Software),3172945.0,47.0,67509.46808510639
Logstash,6623948.0,56.0,118284.78571428571
Prophix (Software),1291180.0,14.0,92227.14285714286
Machinery,1099466629.5,24910.0,44137.56039743075
Web Graphics,7284039.5,134.0,54358.503731343284
Direct Store Delivery,11489565.5,242.0,47477.54338842975
Dental Radiography,23504894.5,449.0,52349.43095768374
Patient Care Technician,36521502.0,728.0,50166.89835164835
Nationwide Mortgage Licensing System (NMLS),12006017.5,159.0,75509.54402515723
Scalability,795452120.0,6525.0,121908.37088122606
Music Instruction,22132980.0,393.0,56318.01526717557
Computer Vision,20242704.5,165.0,122683.05757575757
Biopsies,22365869.5,307.0,72852.99511400651
Contact Tracing,13972756.5,283.0,49373.69787985866
Codebase,27025174.0,205.0,131830.11707317072
Selenium Webdriver,23501099.5,217.0,108299.99769585254
Autism Spectrum Disorders,149385593.0,2740.0,54520.2894160584
Exercise Science,33213189.0,674.0,49277.72848664688
Neurobiology,918431.5,17.0,54025.382352941175
Doctor Of Veterinary Medicine (DVM/VMD),21542108.0,388.0,55520.8969072165
Expense Analysis,9994388.5,138.0,72423.10507246378
Pharmaceutical Sciences,10352023.5,121.0,85553.9132231405
Aerial Lifts,10493769.5,191.0,54941.20157068063
Exception Reporting,24169445.0,414.0,58380.30193236715
Preventive Healthcare,27920079.0,271.0,103026.12177121772
Test Tools,75203683.5,724.0,103872.49102209945
TikTok,28520828.5,528.0,54016.72064393939
PhantomJS,436800.0,3.0,145600.0
Real Estate,823454431.5,11898.0,69209.48323247605
Chaperoning,9398408.0,243.0,38676.576131687245
Raiser's Edge NXT,36782655.0,590.0,62343.483050847455
Account Closures,16057952.5,270.0,59473.898148148146
Report Writing,750432446.0,12465.0,60203.164540714
Storage Management,13409000.5,152.0,88217.10855263157
Educational Psychology,9437003.5,165.0,57193.96060606061
Dapper ORM,6100929.5,55.0,110925.9909090909
Product Naming,719300.0,5.0,143860.0
Cost-Of-Production Theory Of Value,22035115.5,286.0,77045.85839160839
Allergology,31119272.5,387.0,80411.55684754522
Localization,14471442.0,154.0,93970.4025974026
Data Preprocessing,2603360.0,19.0,137018.94736842104
Mammography,34061075.0,261.0,130502.2030651341
Tabbing,1069264.0,35.0,30550.4
AWS Serverless,11694684.0,90.0,129940.93333333333
Pedagogy,34500335.0,589.0,58574.42275042445
Project Architecture,6249849.5,50.0,124996.99
Medical Intensive Care Unit,24888809.5,219.0,113647.53196347032
Order Processing,163991866.5,3821.0,42918.57275582309
Management Consulting,214855244.0,2371.0,90617.98566005904
Oracle Accounts Payable,203845.0,5.0,40769.0
Quality Control,1152009381.5,20436.0,56371.56887355647
Clutch,13554728.0,254.0,53365.07086614173
Metal Heat Treatments,8327125.0,143.0,58231.643356643355
Promotional Strategies,21875384.5,326.0,67102.40644171779
Supply Chain Collaboration,419847.0,4.0,104961.75
Loan-To-Value Ratios,14022241.0,123.0,114001.9593495935
Account Analysis,85265916.0,1624.0,52503.642857142855
Displacement (Fluid),7385586.0,125.0,59084.688
Capacitors,7358988.5,156.0,47173.0032051282
Simulations,60780877.5,610.0,99640.78278688525
Cite Checks,11303111.5,169.0,66882.31656804733
Social Networks,24045312.0,413.0,58221.094430992736
Colocation,53657114.0,1283.0,41821.60093530787
Stock Photography,1980042.0,35.0,56572.62857142857
Software Security,29594815.0,298.0,99311.45973154363
Pediatric Advanced Life Support,159910414.0,1473.0,108561.04141208419
Visual Merchandising,80128669.0,2488.0,32206.056672025723
Proposal Writing,52137395.0,659.0,79115.92564491654
Radio Frequency Optimization,0.0,0.0,
Capital Assets,19480310.0,210.0,92763.38095238095
Ribonucleic Acid Sequencing,7734226.0,132.0,58592.621212121216
Fault Management,7266220.0,73.0,99537.2602739726
Metasploit,9640627.5,79.0,122033.25949367089
Just In Time Methodology,18791794.0,219.0,85807.27853881278
Objective-C (Programming Language),66616256.0,541.0,123135.40850277264
Adding Machines,16918471.5,416.0,40669.402644230766
Page Editor,390077.0,3.0,130025.66666666667
Lifeguard Certification,12076978.5,389.0,31046.217223650387
Fashion Design,4231165.0,97.0,43620.257731958765
SQL Server Analysis Services,58166524.5,555.0,104804.54864864865
Foundation Design,1875268.5,14.0,133947.75
Genotyping,1188212.0,16.0,74263.25
Eyelash Extensions,5082521.0,111.0,45788.47747747748
Risk Management Information Systems,5408269.5,64.0,84504.2109375
Web Content Accessibility Guidelines,28963606.0,263.0,110127.77946768061
Teradata SQL,59885031.5,489.0,122464.27709611451
Wet Chemistry,28404141.0,575.0,49398.50608695652
Error Messages,6893209.0,88.0,78331.92045454546
Bank Examination,12232314.0,83.0,147377.27710843374
Psychotherapy,98498028.5,1245.0,79114.88232931728
Ecology,19254721.5,431.0,44674.52784222738
SAP NetWeaver Portals,0.0,0.0,
Mailchimp,43885422.5,885.0,49588.04802259887
Google Apps Script,279520.0,5.0,55904.0
Computerized Accounting,18725053.5,265.0,70660.57924528302
USA Patriot Act,9503849.0,84.0,113141.05952380953
SAP Knowledge Warehouse,43840230.0,1023.0,42854.574780058654
Email Management,11192995.5,224.0,49968.72991071428
Design Software,94190651.5,1257.0,74932.8969769292
First Aid Supply Management,4133935.0,112.0,36910.13392857143
Performance Systems Analysis,16458945.0,171.0,96251.14035087719
Defect Tracking,21326064.0,286.0,74566.65734265734
Patient Comfort,10523439.5,219.0,48052.23515981735
Release Engineering,11024467.5,95.0,116047.02631578948
Embryonic Stem Cells,0.0,0.0,
Real Estate Appraisal,15248187.0,227.0,67172.62995594714
Qualitative Research,30640535.5,365.0,83946.67260273972
Bank Regulations,23951338.0,529.0,45276.63137996219
Resin Casting,447200.0,6.0,74533.33333333333
Microsoft Dynamics NAV,74139130.5,878.0,84440.92312072893
Family Planning,2712544.5,38.0,71382.75
Internet Services,32988553.0,560.0,58908.13035714286
Operational Auditing,6842606.0,81.0,84476.61728395062
Refrigerant,25352873.5,425.0,59653.82
User Acceptance Testing (UAT),148647658.0,1433.0,103731.79204466155
Hardening,38537511.0,351.0,109793.47863247863
Cargo Security,1215860.0,31.0,39221.290322580644
Secretarial Experience,21287736.0,490.0,43444.35918367347
Psychiatry,322217937.0,3486.0,92431.99569707402
Electronic Data Interchange,73821121.0,936.0,78868.71901709402
Office Online,3945485.5,62.0,63636.8629032258
Azure Security,18515574.5,135.0,137152.4037037037
Financial Tracking,12276911.5,168.0,73076.85416666667
Counter-Terrorism,7795811.0,116.0,67205.2672413793
Graphical User Interface,44651476.5,431.0,103599.71345707656
Registered Vascular Technologist,13918514.0,183.0,76057.45355191256
Medical Science,75457423.5,1270.0,59415.29409448819
VASM,451600.0,3.0,150533.33333333334
Technical Support,584798940.5,8083.0,72349.24415439813
Apache Kafka,348013369.0,2592.0,134264.41705246913
Splunk,148986748.0,1227.0,121423.59250203749
Profit Impact Of Marketing Strategies,416816.0,5.0,83363.2
RACI Matrix,17725875.5,146.0,121410.10616438356
Business Etiquette,17047124.5,397.0,42939.860201511336
MAMP,99200.0,1.0,99200.0
Voicemail,77795372.0,1707.0,45574.32454598711
Process Development,97678517.0,1056.0,92498.59564393939
Aquatic Ecology,2569061.5,67.0,38344.201492537315
Routing Protocols,44018187.0,405.0,108686.88148148148
Glass Installation,9480704.0,200.0,47403.52
Oncology Sales,959500.0,7.0,137071.42857142858
Turbines,14778483.5,187.0,79029.32352941176
Paper Machine,1334775.5,20.0,66738.775
Community Management,20848357.5,367.0,56807.5136239782
Phone Support,50348905.5,1057.0,47633.78003784295
Technical Writing,154662567.0,1852.0,83511.10529157668
Pharmacist Assistance,18869336.5,548.0,34433.095802919706
File Copying,4721419.5,135.0,34973.47777777778
Lateral Thinking,2705500.0,24.0,112729.16666666667
Purchasing Process,27076167.0,406.0,66690.06650246306
Disassembler,44224120.0,1107.0,39949.52122854562
Process Architecture,18443488.5,208.0,88670.61778846153
Exit Strategies,5400532.5,65.0,83085.11538461539
Clinical Psychology,101019708.5,1127.0,89635.94365572315
Solutions Focused,34334459.0,592.0,57997.39695945946
Microarchitecture,747500.0,5.0,149500.0
Assisted Feeding,7992010.0,206.0,38796.16504854369
Conventional Lending,22764420.5,252.0,90335.00198412698
Heart Transplantation,3001761.0,29.0,103509.0
Anatomical Pathology,5053387.0,53.0,95346.92452830188
Apache Lucene,3703200.0,32.0,115725.0
Legal Writs,3551766.0,83.0,42792.361445783135
Sauteing,14102456.5,444.0,31762.289414414416
Reputation Management,16186221.5,231.0,70070.22294372294
Security Strategies,31128687.0,246.0,126539.37804878049
Email Service Providers,12204673.0,195.0,62588.066666666666
HVAC Rooftop Units,8626290.0,146.0,59084.17808219178
General Journal,6606742.0,116.0,56954.6724137931
Annual Reports,106219565.5,1420.0,74802.51091549295
Window Treatments,16458549.5,359.0,45845.54178272981
Medical Orders For Life-Sustaining Treatments,2847496.5,58.0,49094.76724137931
Subsystems,5996157.0,119.0,50387.87394957983
Print Advertising,5581431.0,89.0,62712.70786516854
Sales Support,328000213.0,5587.0,58707.75246107034
Proposal Strategy,3249429.5,35.0,92840.84285714285
Android Development,36059513.0,321.0,112334.93146417446
Cutting Tool (Machining),53992420.5,1258.0,42919.25317965024
Drug Administration,52289448.0,661.0,79106.57791225416
Apache NiFi,11253273.0,85.0,132391.44705882354
Irrigation (Landscaping And Agriculture),112131300.5,3055.0,36704.190016366614
Mammalian Cell Cultures,1484483.5,23.0,64542.760869565216
Hospitality Management,31993426.5,633.0,50542.537914691944
Atmospheric Pressure,9144043.0,228.0,40105.45175438596
Payroll Reporting,52352718.0,1006.0,52040.47514910537
Trade Promotion Management,7351020.5,119.0,61773.28151260504
Design Failure Mode And Effects Analysis,16788887.0,167.0,100532.25748502994
Wireless Bridge,366120.0,7.0,52302.857142857145
File Management,56351783.5,1124.0,50135.03870106761
JIRA,576357073.5,5285.0,109055.26461684011
Network Administration,87338698.5,1149.0,76012.79242819843
Cloud Strategy,23046810.0,161.0,143147.88819875778
Cucumber (Software),66921971.0,577.0,115982.61871750433
Vocabulary,44576903.0,923.0,48295.66955579632
Integration Platform As A Service (IPaaS),9006890.0,75.0,120091.86666666667
Problem Reporting,63154733.5,1431.0,44133.28686233403
Search Engine Results Page,311400.0,5.0,62280.0
Create Invoices,12934367.0,320.0,40419.896875
Competitive Analysis,65939272.0,733.0,89958.07912687585
PL/I (Procedural Programming Language),1649703.5,16.0,103106.46875
Mobile Security,8475410.0,100.0,84754.1
Solvency,3156719.0,38.0,83071.55263157895
Registered Dietitian (RD/RDN),20636595.0,340.0,60695.867647058825
Lifting Equipment,66611712.5,1662.0,40079.24939831528
Petrol Engines,1448375.0,53.0,27327.830188679247
Caulking,47071635.5,974.0,48328.16786447639
Event-Driven Programming,86427788.5,678.0,127474.61430678466
Marine Geology,1380547.0,16.0,86284.1875
Production Planning,98360240.0,1563.0,62930.41586692259
Autodesk,12635652.0,178.0,70986.80898876404
Advanced Message Queuing Protocol,5887875.0,44.0,133815.3409090909
Nuclear Cardiology,568340.0,17.0,33431.76470588235
Communication Design,5197235.0,62.0,83826.37096774194
Medical Sales,82275938.5,1158.0,71050.03324697755
Communication With Candidates,12411433.5,226.0,54917.847345132745
Patient Transfer,41737455.5,547.0,76302.47806215723
Soaps,1396258.0,44.0,31733.136363636364
TensorFlow,36569895.5,266.0,137480.81015037594
PCB Assembly Services,1825240.0,45.0,40560.88888888889
Creative Design,36165614.5,500.0,72331.229
Computer Displays,7061810.0,168.0,42034.583333333336
Executive Recruitment,22318130.5,215.0,103805.25813953488
Quality Monitoring,61546795.5,1056.0,58282.95028409091
Oscilloscope,65073867.5,1011.0,64365.84322453017
Managed Print Services,2995323.0,45.0,66562.73333333334
Certified Medical Technologist,1389502.0,23.0,60413.13043478261
Certified Scrum Master,75660094.5,632.0,119715.33939873418
Templating,18111620.5,155.0,116849.16451612904
Body Mass Index (BMI),10300992.0,187.0,55085.51871657754
Brand Loyalty,28939472.5,770.0,37583.73051948052
Grease Guns,3137969.0,76.0,41289.06578947369
Biological Hazards,19314618.5,433.0,44606.50923787529
Model View ViewModel,44086466.5,351.0,125602.46866096866
Financial Statement Processing,2768265.5,55.0,50332.1
Insurance Fraud,1415106.0,32.0,44222.0625
Reflow Soldering,1200715.5,31.0,38732.75806451613
Uniform Commercial Code,24354299.0,342.0,71211.40058479532
Agenda (Meeting),16631847.0,201.0,82745.50746268657
Air Permitting,4125802.0,41.0,100629.31707317074
Engineering Tolerance,51948841.5,964.0,53888.839730290456
Security Management,73593625.0,1213.0,60670.75432811212
Barcodes,5564593.0,144.0,38643.006944444445
Boto3,4054890.0,29.0,139823.7931034483
Threat Modeling,30114460.5,222.0,135650.72297297296
Creative Writing,30423072.5,506.0,60124.64920948617
WildFly (JBoss AS),40898032.0,324.0,126228.49382716049
Business Writing,29275515.0,450.0,65056.7
Ext JS,8050100.0,70.0,115001.42857142857
Cell Site,1533080.0,22.0,69685.45454545454
Educational Materials,49417214.5,844.0,58551.20201421801
Delegated Authority,38142594.5,244.0,156322.1086065574
