,July 2022 actual,July 2024 predicted,Percent change
Bluetooth Stack,1.6912243349466636e-05,0.0333503399029023,197096.42872779546
Digital Security,0.0001554953831198,0.251600195406708,161705.57284640722
Heartsaver CPR AED,1.7132902836467958e-05,0.0213756278971637,124663.60895285624
HTML Application,2.496668143073816e-05,0.0275761178125905,110351.67492160047
Chartered Financial Consultant,7.25789213757379e-05,0.0689206155168221,94859.54777286245
Certified Transportation Professional,3.617436597971688e-06,0.003117763081066,86087.08294194133
Grilling,0.0049203151252662,4.035127882822291,81909.54166739434
Visual Voicemail,5.377436924989748e-06,0.0043151598189188,80145.66125295883
NICET Highway Construction Inspection Certification,5.377436924989748e-06,0.0043151598189188,80145.66125295883
Autodesk Certified Professional In Revit For Electrical Design,9.76122525181894e-06,0.0054370517088735,55600.50448185633
Data Structures,0.0050270987821805,2.598511601366139,51590.08435993049
Java Console,5.477244817417232e-06,0.0027259789353098,49669.16362477335
Product Layout,0.0001448975072854,0.0571169559959678,39318.86721589099
DOT Certification,0.0009642140866122,0.3789780235819051,39204.34421607111
Abstract State Machine Language (ASML),1.2588258720684904e-06,0.0004877459627954,38646.10250851777
Certified Wound Care Associate,4.4600486680510653e-07,0.0001602539242983,35830.981077909884
Colors Materials And Finish (CMF) Design,1.2883627807138915e-06,0.0004560696291557,35299.162098037974
VoxPro,6.9099587451955245e-06,0.0023319640895969,33647.87282512082
Computer Fonts,4.846868870498504e-06,0.0014649068973533,30123.77820596234
Pgpool,6.311362219175937e-07,0.0001894146767042,29911.694801590947
Community Ecology,3.5036469237652776e-06,0.0010111207175903,28759.09281360107
Apache MADlib,4.968242990802788e-07,0.0001284948621395,25763.240259659142
Direct Mail Fundraising,1.0227752367254949e-05,0.0024965681140976,24309.743455371317
IBM Curam,6.276896501508966e-07,0.0001077044300754,17058.866654804307
H.248 Protocol,9.692217190999275e-06,0.0015836846186891,16239.755780130437
MTP Level 3 (MTP3) User Adaptation Layer (M3UA),9.692217190999275e-06,0.0015836846186891,16239.755780130437
Neuropsychiatry,1.3228668111237224e-06,0.0002136488940396,16050.446306693098
JDA Fulfillment,0.0001334826423545,0.0209094543723918,15564.54934032619
Hyperion Data Management,5.34713974134548e-06,0.0007695950120403,14292.648205723717
Referral Marketing,0.001687659172588,0.2405046409024956,14150.7826703946
Child Care Practices,6.311362219175937e-07,8.236523847936011e-05,12950.310791719126
Memory Organization,4.665184087152714e-06,0.0005802039790169,12336.89355399079
Reinforced Masonry,2.7836173637989328e-05,0.0034199291643335,12185.91691088664
Rubber Technology,6.311362219175937e-07,7.346496488136323e-05,11540.112281648671
Critical Illness Insurance,0.0007263990671307,0.0652332525410825,8880.360175675332
Communications Server,6.269293751520304e-07,5.552076696774927e-05,8755.984289184964
Oracle Audit Vault,4.968242990802788e-07,4.372503049104194e-05,8700.904177188137
Juvenile Justice,0.0002484530160258,0.0199211503071573,7918.075459824017
Apache Maven,0.0043915745441512,0.3369858378767235,7573.462774883987
Analog Recording,3.739331863115242e-05,0.0027812229387543,7337.753696558131
Advanced Search Engine Optimization,8.438358440695217e-06,0.0006210474920644,7259.814073188781
AntiFreeze,0.0001015312734917,0.00720733947538,6998.639884556542
EMC Proven Professional Certification,4.4600486680510653e-07,3.156415740087126e-05,6977.088110490068
Eclipse CDT Project Development Tooling,1.784019467220426e-06,0.0001214099655396,6705.417080384309
Documentation Generation,6.614334055618612e-07,4.369819381891576e-05,6506.590089261654
Project Assurance,6.614334055618612e-07,4.36699373782197e-05,6502.318088413428
Gastroenteritis,6.311362219175937e-07,4.1126956843791055e-05,6416.336000940369
Ember CLI,4.968242990802788e-07,3.235729230768777e-05,6412.824024023702
Widevine,6.614334055618612e-07,4.24980928536786e-05,6325.150664650537
Google Photos,4.4600486680510653e-07,2.809647819313763e-05,6199.5900458223305
Legal Deeds and Titles,1.1245139492311755e-06,6.727983918410269e-05,5883.015082214104
Secure Crt,1.1245139492311755e-06,6.727983918410269e-05,5883.015082214104
Anemometers,4.4600486680510653e-07,2.606262345601201e-05,5743.573780418131
Environmental Compliance Assessment,4.968242990802788e-07,2.829422789238883e-05,5595.016919415396
Venn Diagrams,4.850315442265202e-06,0.0002744344135615,5558.073517654208
Indonesian Language,4.4600486680510653e-07,2.439296395733281e-05,5369.214749172671
JD Edwards World,6.276896501508966e-07,3.308483273065155e-05,5170.890275584113
Zabbix,0.0001095349813371,0.0056670673382913,5073.7511333028715
Not-For-Profit Auditing,6.276896501508966e-07,3.0908859368831673e-05,4824.226385029797
Fluidized Bed,1.0093440444417637e-05,0.0004923494711541,4777.915254618686
Institutional Change,3.580624418869733e-05,0.001743889324979,4770.349751816416
Biomass Conversion,2.4811245157658626e-06,0.000119570283559,4719.197214779508
KVM Switch,6.276896501508966e-07,2.8760202873339824e-05,4481.91446464441
Enterprise Mission Assurance Support Service (eMASS),3.825160034802087e-05,0.0017421857835448,4454.543516334056
Procedural Programming,1.7859473547930369e-06,8.011733027642515e-05,4385.984990621937
Traffic Simulation,4.968242990802788e-07,2.2182627842872352e-05,4364.883840008799
Networx,4.2191792203476085e-06,0.000187304015439,4339.347220324252
Invasive Procedures,0.00073312713152,0.0325125301433995,4334.773826470033
Entrepreneurial Economics,6.311362219175937e-07,2.7822319106097773e-05,4308.290657374198
Response Surface Methodology,8.438358440695217e-06,0.0003641453670469,4215.357893435242
Art Portfolio,2.282011378874449e-06,9.685249416714484e-05,4144.172271170495
Page Numbering,4.968242990802788e-07,2.059597398234804e-05,4045.5246896086414
Microarray Analysis,6.614334055618612e-07,2.7409708970469715e-05,4043.9861881766105
SAP Jam,6.269293751520304e-07,2.556208265832117e-05,3977.3464558304304
Capture CIS,1.073694516956003e-06,4.355899998171856e-05,3956.9267416221223
Performance Based Contracting,5.477244817417232e-06,0.0002206836102049,3929.098891164085
Near-Infrared Spectroscopy,1.20592416104336e-05,0.000473660636152,3827.7812938268935
Cryolipolysis,6.269293751520304e-07,2.413083585119328e-05,3749.051712617798
Business Informatics,0.0002537088303976,0.0096997829317252,3723.1948476228345
Live Fish Trade,6.311362219175937e-07,2.321924625398834e-05,3578.9595411654304
DataBasic,8.418763580084576e-06,0.0003092808787297,3573.709040378978
Apache Drill,6.311362219175937e-07,2.3145708645578656e-05,3567.307918923523
Direct Memory Access,9.936485981605576e-07,3.560227778941647e-05,3482.984754904642
Siebel Services,1.570518816036282e-06,5.512835135986741e-05,3410.1999923185795
Duratrans,6.614334055618612e-07,2.311890946124534e-05,3395.273940935407
AWS Cost Management,1.258065597069624e-06,4.390151908676885e-05,3389.6049291092127
Dynamic Logical Partitioning,6.276896501508966e-07,2.168835848029453e-05,3355.2678182730356
Medical Intensive Care Unit,0.0001583815124887,0.0054116504162771,3316.84476378719
Post-Procedure Monitoring,1.0820937986996015e-05,0.0003636627507236,3260.732231906597
ProjectWise,0.0001207698697983,0.0040489201943357,3252.5913384670175
Disc Brakes,4.565543307746631e-06,0.0001528626436073,3248.180781637287
LINQ To Entities,4.4600486680510653e-07,1.4749822318939896e-05,3207.0989616320076
RF And Microwave Filter,4.174324323465101e-05,0.0013592093962193,3156.118334118855
Music Publishing,4.968242990802788e-07,1.578431478396001e-05,3077.0416248118163
SQL Anywhere,1.2622724438351877e-06,4.006389984683591e-05,3073.950286446004
Pre-Conception Counseling,1.1245139492311755e-06,3.547482712895365e-05,3054.680931544479
Scroll Saw,1.0729342419571368e-06,3.3638910475473144e-05,3035.2257351869475
Sound Cards,1.292569627479455e-06,4.021689705686045e-05,3011.391154632379
Kernel Debuggers,8.438358440695217e-06,0.0002574980969952,2951.518832778871
Transportation Forecasting,4.4600486680510653e-07,1.3602548595173938e-05,2949.8655076600153
Crestron Certified Programmer,4.968242990802788e-07,1.5107230899462835e-05,2940.759263874441
Biological Threats,6.276896501508966e-07,1.8731032249350675e-05,2884.123164185953
Call Control Extensible Markup Languages,1.15825770464214e-06,3.4516375265466006e-05,2880.025526886551
7-Zip,6.269293751520304e-07,1.856189827414136e-05,2860.7638451524303
Quantum Chemistry,6.269293751520304e-07,1.830851263237251e-05,2820.3469095594214
SCO OpenServers,1.2588258720684904e-06,3.65574310058301e-05,2804.089581965716
Breath Control,4.2191792203476085e-06,0.0001224290901573,2801.727652782982
Arquillian (Software),6.311362219175937e-07,1.8060413513537983e-05,2761.571382904418
AppSheet,1.1237536742323092e-06,3.211001479487066e-05,2757.3890818916857
Kinaxis RapidResponse,6.6166679364476e-06,0.0001889598436197,2755.815728318837
Agilent ChemStation,4.968242990802788e-07,1.4156613262520493e-05,2749.420466898905
Wechsler Preschool And Primary Scale Of Intelligence,1.915292155865922e-06,5.443526980939338e-05,2742.139234094167
Peoplesoft EProcurement,1.15825770464214e-06,3.2869413049700115e-05,2737.8324545534174
GNOME (GNU Project Software),6.269293751520304e-07,1.7580836078553627e-05,2704.276968883501
Expositions,4.4600486680510653e-07,1.2438885116667162e-05,2688.957260886271
Adobe Photoshop Elements,4.968242990802788e-07,1.3795795620147958e-05,2676.795669150389
Fire-Resistance Rating,5.292873737303611e-06,0.0001455919441914,2650.7163672785814
Database Consolidation,1.15825770464214e-06,3.106192901270813e-05,2581.780478404428
Dependent Variables,1.1279605209978726e-06,3.021164796111172e-05,2578.431327931973
Cardioplegia,1.5254378133526635e-05,0.0004037775608069,2546.961792034398
Spectral Density Estimation,1.388834032690492e-06,3.654774351174183e-05,2531.541469425286
Land Registration,4.4600486680510653e-07,1.149443999076687e-05,2477.2005747618146
Geopy,4.2191792203476085e-06,0.0001086531529177,2475.220137454799
IBM Query Management Facility,6.614334055618612e-07,1.6940839429701e-05,2461.231302690319
Tropical Medicine,4.2191792203476085e-06,0.0001072974671883,2443.0886337049224
ThreadX,1.5199759192060778e-05,0.0003863064162424,2441.529845052925
Structural Bioinformatics,4.4600486680510653e-07,1.120788786637961e-05,2412.951920606998
Rough-Ins,5.794088092410781e-05,0.0014461412883185,2395.891096672635
Marathi (Language),8.920097336102131e-07,2.216719815853718e-05,2385.0847836402327
Modern Physics,6.614334055618612e-07,1.5989299983283814e-05,2317.3710987127333
CircuitCAM (Computer Aided Manufacturing),6.311362219175937e-07,1.514669354304857e-05,2299.9087704122053
Minitest,6.276896501508966e-07,1.5048925774486436e-05,2297.510580406842
British Sign Language,6.276896501508966e-07,1.4903742741043871e-05,2274.38083254376
Sustainable Architecture,6.614334055618612e-07,1.5552553687834388e-05,2251.3408238918805
Pipe Wrench,1.292569627479455e-06,3.0330005267938866e-05,2246.4890883350845
Windows Store,6.311362219175937e-07,1.4657335296080113e-05,2222.372696586236
Btrieve/Pervasive Software,4.968242990802788e-07,1.1459204971796672e-05,2206.490441995279
Apache Openjpa,6.276896501508966e-07,1.431499154872851e-05,2180.5842895907535
Exfoliation,1.586615971938707e-05,0.0003588455351362,2161.703786441289
Market Neutral,6.311362219175937e-07,1.4148083274144068e-05,2141.6845655217926
Size-Exclusion Chromatography,1.8823086754538235e-06,4.195425355241156e-05,2128.8721344970913
Special Core Analysis,6.311362219175937e-07,1.404908336808482e-05,2125.9985848061788
Metadata Modeling,9.428291658853852e-07,2.084883183143518e-05,2111.305354757095
Noise Reduction,3.241710495958104e-05,0.0007137212624447,2101.681067247049
Registration Authority,6.311362219175937e-07,1.3789590790713884e-05,2084.883439080187
Mixed Lymphocyte Reaction,6.276896501508966e-07,1.3678976542185849e-05,2079.2579404324133
Neonatal Intensive Care Nursing,9.936485981605576e-07,2.131129039763972e-05,2044.7512165861433
Threading Models,1.734367647518998e-06,3.675497454495761e-05,2019.2147234489398
Compression Fitting,6.269293751520304e-07,1.3278592966447805e-05,2018.0364954549698
Taxicab,4.4600486680510653e-07,9.269971626019729e-06,1978.4462941904367
Automatic Milking,6.276896501508966e-07,1.3035204502105344e-05,1976.6957841302115
Net Interest Margin,6.269293751520304e-07,1.2997226045536064e-05,1973.1563331809482
Drag And Drop,0.0001426496991454,0.0029230323490227,1949.0981520005248
Gitkraken,4.968242990802788e-07,1.015183317110716e-05,1943.3447377473758
Form Designer,8.438358440695217e-06,0.0001719228144574,1937.3964399079935
ArisGlobal,6.614334055618612e-07,1.3440652146293226e-05,1932.0491879112049
IBM Rational Functional Tester,6.276896501508966e-07,1.2695246860480292e-05,1922.5356364293016
Auto Responder,4.2191792203476085e-06,8.531532194244345e-05,1922.0833836827278
Stochastic Differential Equation,4.4600486680510653e-07,9.014192948082396e-06,1921.097440629809
Electronic Music,4.375229559920295e-05,0.0008832438806105,1918.7372308450722
SAP Supplier Relationship Management (SAP SRM),1.4819791744394088e-05,0.0002990703272245,1918.046760593852
Shopping Cart Software,1.0729342419571368e-06,2.1641260072522947e-05,1917.016442037228
Java 8,0.0032636105104886,0.0657828458669335,1915.6463418511623
Java Development Kit,0.0001138253992182,0.0022916920602908,1913.3397958901003
Erdas Imagine,1.2588258720684904e-06,2.5327723468645384e-05,1912.0116714019482
Neuroimmunology,5.6735056678379714e-05,0.0011346305229938,1899.8755433096778
Virtual Tape Libraries,4.724874870338655e-06,9.41842098445085e-05,1893.36939980715
Roasting,0.0001980392383679,0.0038636958772272,1850.9749224795357
Neurophysiology,1.014663575133551e-05,0.0001972209094548,1843.7073951219897
Recruitment Tools,0.0005787549719361,0.011067352653121,1812.269127658214
Virtual Folder,1.1245139492311755e-06,2.1390664790773978e-05,1802.21426825329
Magazine Design,3.674388898781388e-06,6.950098758915387e-05,1791.4978654601284
Capistrano (Software),1.605726489526116e-05,0.0003035712461259,1790.5538901303817
Tomotherapy,5.063222931471881e-06,9.516095809991004e-05,1779.454240665771
Robotic Liquid Handling Systems,1.1074382723669676e-06,2.076900470435204e-05,1775.4096930352337
Certified Performance Technologist,1.5534431391720742e-06,2.900135874883277e-05,1766.9082902055482
Storekit,6.269293751520304e-07,1.145946211322522e-05,1727.871298971483
Parts Locator,4.4600486680510653e-07,7.962564805602572e-06,1685.3089502456087
Linear Particle Accelerator,3.99104896451361e-06,7.110714634241937e-05,1681.6655965553964
Business Process Discovery,0.0002086144964081,0.0037039668169456,1675.507877314409
Cisco Customer Voice Portal (CVP),4.2191792203476085e-06,7.453388728130985e-05,1666.5494492829148
Psycholinguistics,4.2191792203476085e-06,7.433059270461508e-05,1661.7311050961034
Build vs Buy Analysis,9.707291608016224e-06,0.000170416455023,1655.5510012934103
Point-To-Point Tunneling Protocol (PPTP),6.614334055618612e-07,1.158864323902018e-05,1652.0498876490965
Acceptance Sampling,6.068262319033462e-05,0.0010546834705775,1638.032100671428
Sports Massage,1.0521776472381068e-05,0.0001825618006305,1635.0853357293045
Cholangiography,2.016523682841389e-06,3.498376955826693e-05,1634.8553778933524
Food Systems Management,4.968242990802788e-07,8.549241070282813e-06,1620.7775638408123
ASP.NET MVC 5,1.2088538294525524e-05,0.000207261687703,1614.5305962827745
Encoded Archival Description,9.95729754945746e-06,0.0001701719609985,1609.017533655727
Surgical Staple,6.269293751520304e-07,1.0593125111491291e-05,1589.683963033708
Babylon.js,6.311362219175937e-07,1.0583367763370586e-05,1576.8753552465946
Translation Memory EXchange (XML Spec),1.6243156525372514e-05,0.0002719775310825,1574.4130407021523
Cisco Certified Network Professional (CCNP) Enterprise,2.151906302802698e-06,3.57834827391919e-05,1562.8736433638667
Calender,6.269293751520304e-07,1.0399635897332342e-05,1558.8209628573284
Certified Control Systems Technician,4.968242990802788e-07,8.209548406596314e-06,1552.4047680022557
Dielectric Spectroscopy,1.922186561521752e-05,0.0003174546230909,1551.5286780466215
Electrical Testing Instruments,9.046451364431827e-06,0.0001493646847793,1551.0859204589447
Clinical Research Ethics,4.968242990802788e-07,8.129833361262386e-06,1536.359851221515
Glycoprotein,6.614334055618612e-07,1.0791879743696666e-05,1531.5897644343192
Hole Punching,5.29152030032728e-06,8.46572631784244e-05,1499.8665482430135
Analytical Ultracentrifugation,6.276896501508966e-07,9.982724256170216e-06,1490.3917252372044
Application Dependency,2.378372699535236e-06,3.732107504870756e-05,1469.1853112845
Climate Change Programs,6.311362219175937e-07,9.8732423705572e-06,1464.3599634575132
OptumInsight,2.1809931652240307e-05,0.0003362737136554,1441.8375399670642
RightFax,9.744722420489935e-06,0.0001501013145836,1440.3344303372505
Agroforestry,4.2191792203476085e-06,6.495648965256892e-05,1439.5527485371267
Certified Network Defense Architect,8.438358440695217e-06,0.0001298294714236,1438.5631261819644
Synchrotron Radiation,1.0818251690228184e-05,0.0001655727826427,1430.4948284042712
PRTG Network Monitor,4.968242990802788e-07,7.560487960965253e-06,1421.7629200023487
Bronchitis,6.269293751520304e-07,9.518526685538211e-06,1418.2773471461549
Interactivity,6.269293751520304e-07,9.50661340846223e-06,1416.37708891163
UrbanSim,8.438358440695217e-06,0.0001278125311599,1414.6610808034104
Access Query Languages,5.508302276060365e-06,8.3026655622061e-05,1407.3002798503483
EMC NetWorker,2.762520276089386e-06,4.159955829596974e-05,1405.8553110371347
Shift Register,6.269293751520304e-07,9.434670377799787e-06,1404.9016287539373
HP Accredited Platform Specialist,1.292569627479455e-06,1.9358235630433337e-05,1397.655152874233
National Lifeguard Service,7.623873576330371e-06,0.0001141347151156,1397.0698815094586
Measurement Uncertainty,5.315779665083122e-06,7.837704811376503e-05,1374.4224375699264
Electrical Plans Examination,4.4600486680510653e-07,6.575613772764237e-06,1374.3367757100334
JDA Demand Planning (Software),0.0001872546967846,0.0027522267516458,1369.777153206309
Laurentz Contact Resonance,2.3818192713019333e-06,3.4932535730176384e-05,1366.6325086488114
Flexible Electronics,6.269293751520304e-07,9.190015094314586e-06,1365.877251657893
Apache Ignite,6.143821980106868e-05,0.0008947689090393,1356.3718023348977
Thyroid Ultrasound,1.754889896149903e-06,2.5461672355756817e-05,1350.8985670051334
Arteriovenous Fistula,3.125547088074385e-05,0.0004528222427217,1348.7775418564522
Metastorm BPM,4.968242990802788e-07,7.142046747772402e-06,1337.5397421168327
Managed Property,1.5352570426310284e-05,0.0002198325230383,1331.8939235189218
Vaccinology,4.4600486680510653e-07,6.377536733160411e-06,1329.9253680447487
Partial Differential Equation,2.153104755987152e-05,0.0003073106248526,1327.2906322744373
Terrestrial Ecology,2.17573295072999e-05,0.0003075709929837,1313.6431260118825
PrimeRx (Pharmacy Management Software),4.4600486680510653e-07,6.290577243287848e-06,1310.4279373338497
VisualVM,6.276896501508966e-07,8.846884281918126e-06,1309.4360612432172
Fast Multipole Methods,4.781827171148356e-06,6.718306895188546e-05,1304.9664813743454
