,tot,counts
Certified Radiologic Technologist/Technician,6674059.0,66.0
Goal Setting,510298420.0,7474.0
Tanker Endorsement,279625651.0,3292.0
Business Ethics,119851755.5,1705.0
Accounts Payable,1437735811.0,26396.0
Data Modeling,672805299.5,5508.0
Kaizen Methodology,103233387.5,1276.0
Nursing Research,5603533.0,54.0
Circadian Rhythm,0.0,0.0
Document Object Model,27876937.0,270.0
Deltek Costpoint,7720946.5,102.0
Radiation Therapy,17238419.5,177.0
Burnishing,17704270.0,505.0
Oxygen Therapy,13209303.5,279.0
Organic Growth,32226220.0,313.0
Crane Signaling,1943616.0,30.0
Schematic Reading,77300966.5,1268.0
AWS CLI (Command Line Interface),25220839.5,193.0
Power BI,588495937.5,5607.0
Appium,39922811.5,340.0
Mobile Device Troubleshooting,3113303.5,53.0
Workflow Management Systems,16095492.0,194.0
Biological Systems,5803649.0,86.0
Refrigeration Plant,1429168.0,20.0
Broaching (Metalworking),3901514.0,60.0
Systems Integration,322369656.5,2692.0
Deviation Investigations,14820364.5,232.0
Questioning Skills,22280447.5,288.0
BrightEdge,7093233.0,78.0
Exercise Therapy,23159553.0,425.0
Hearing Testing,11462314.0,216.0
Medical Insurance Claims,43167430.5,757.0
Contact Lenses,22315488.0,533.0
Advanced Cardiovascular Life Support (ACLS) Certification,993505097.5,8703.0
Math Functions,11372538.0,366.0
Gherkin (Scripting Language),22140181.5,174.0
Hotel Management,9904693.5,205.0
Nursing Informatics,2631418.5,26.0
Forward Planning,3375030.0,32.0
Control Panels,48708248.5,820.0
Teradata FastLoad,926526.0,11.0
Organizational Learning,7422531.0,95.0
Registered Vascular Technologist (RVT),22476976.5,293.0
Safety Assurance,1118719235.0,12768.0
Environmental Laws,78918642.5,990.0
Curriculum Planning,26752142.5,618.0
Android SDK,35174547.0,292.0
Discharge Planning,315538556.0,3929.0
Deterrence,15900419.5,462.0
System Deployment,4126711.0,47.0
Business Studies,4628314.5,57.0
Planisware,3612186.5,30.0
Abstraction Layers,4121057.5,32.0
Courage,113109404.5,1306.0
Business-To-Consumer (B2C) Marketing,11713030.5,127.0
Control Chart,11105017.5,188.0
Laboratory Experimentation,125479.0,3.0
Dual Diagnosis,13720275.5,168.0
Kenshoo (Marketing Software),6961358.5,81.0
Surgical Assist,11056570.0,203.0
Style Guides,76149014.5,910.0
HVAC Controls,9543100.0,128.0
Skip Tracing,34057789.5,831.0
Gemba,12551584.5,145.0
Multithreading,47072826.5,340.0
Profitability Analysis,27640019.0,296.0
Capability Maturity Model Integration,17742706.5,148.0
Bigcommerce,4153125.5,54.0
Adaptive Design,5358176.0,47.0
HDI Customer Service Representative (HDI-CSR),323274.0,8.0
Integrated Assessment Modelling,4685134.0,85.0
Dispatch Planning,3739596.5,69.0
Strategic Analysis,23362685.5,227.0
Plastic Surgery,64991752.5,669.0
Statistics,401500512.0,3821.0
Electronic Control Unit,18422614.5,225.0
IBM WebSphere Portal,1786754.0,14.0
Conference Services,10042080.5,160.0
Error Messages,14324269.5,161.0
Reinsurance,75742578.0,610.0
Modularity,6913584.0,55.0
Neurosurgery,55050325.0,452.0
Business English,28193500.5,487.0
Sales Management,1247072733.5,17067.0
Trauma Nursing,9098421.0,126.0
Grilling,318075983.5,9469.0
Virtual Reality,31126839.0,308.0
Risk Prevention,3105760.5,41.0
Application Layers,17948258.0,151.0
Certificate Of Clinical Competence In Speech-Language Pathology (CCC-SLP),55055050.0,597.0
Technology Transfer,15613589.5,169.0
Digital.ai,18717873.0,147.0
Indicators (Measuring Device),16471724.5,304.0
Inventory Analysis,25305825.5,371.0
Autoclaves,30831668.0,762.0
Cost Of Goods Sold (Inventory),51121072.0,701.0
OpenID,43292318.0,343.0
Family Law,58561707.0,843.0
Solvency,7857246.5,84.0
Code Reuse,8451835.5,63.0
Heavy Hauling,19584288.5,236.0
Loss Prevention,291843819.0,7823.0
Matrix Management,150365086.0,1269.0
Hazard Communication (HazCom),27517895.5,471.0
International Relations,20055886.5,249.0
Specimen Labeling,13727461.0,349.0
Usability Testing,125088843.0,1155.0
Threat Management,18067357.5,143.0
Organizational Culture Change,40821905.0,307.0
Operations Security,27553816.5,281.0
Cloud Access Security Broker Tools (CASBs),24545500.5,174.0
PTC Windchill,23411687.0,212.0
Business Intelligence Architecture,2393034.0,19.0
Medical Records Release,28751623.5,629.0
Solvent,16105735.5,414.0
Urban Planning,55631421.0,736.0
Salts,4176921.0,99.0
Reengineering,113169981.0,1011.0
Mobile Application Testing,10288448.5,86.0
Safari (Web Browser),14019484.5,300.0
Practice Management,94423507.5,1304.0
Logical Reasoning,28217541.0,439.0
Clinical Pharmacy,65451642.0,629.0
Mass Communication,11572494.0,183.0
Emergency Lighting,11388937.5,241.0
React.js (Javascript Library),1085627866.0,8532.0
Financial Acumen,190803807.5,1833.0
Marketing Brochures,4496301.0,90.0
Marklogic,7909572.0,63.0
System Requirements,137650879.5,1266.0
Query Builder,1099018.5,11.0
Development Testing,275701868.0,2360.0
Storytelling,45746818.0,591.0
Hardware Platform Interface,2527516.5,25.0
Microscopic Techniques,1361692.5,21.0
UI/UX Strategy,14942109.5,132.0
Return On Marketing Investment,4122870.0,40.0
Gerontology,22884488.5,349.0
Sharps Disposal,1517071.0,27.0
Student Services,166137394.5,3162.0
Oral Care,27093413.0,679.0
Human Factors,57529947.0,497.0
Anaplan,26919068.5,206.0
Drilldown,13114643.0,136.0
AC Motors,41137494.0,676.0
System Testing,170606817.5,1796.0
Medical Emergency,34477447.5,504.0
Blackberry,12619972.0,198.0
Colitis,763331.5,4.0
Financial Strategy,41543280.5,375.0
Political Campaigns,4265534.5,63.0
Emergency Management Services,1360154.0,17.0
PMI Agile Certified Practitioner,27497058.5,202.0
360-Degree Feedback,6220820.0,59.0
Statistical Reporting,95155005.5,1607.0
Pallet Building,64628512.5,1714.0
Pre-Anesthetic Assessment,13412782.5,139.0
Micro Focus Application Lifecycle Management (ALM),20187709.5,193.0
Proprietary Education,3041660.0,48.0
Strategic Positioning,14273563.5,127.0
Channel Sales,64936764.5,561.0
Drone Pilot Certificate,8023740.5,122.0
Grinding Machine,243325839.5,5442.0
Nurse Practitioner (APRN-CNP),432948950.0,4201.0
Incident Communication,510597.5,5.0
Dialectical Behavior Therapy,7700216.5,100.0
Database Programmer's Toolkits,509860.0,7.0
Land Tenure,18771408.0,224.0
Cyber Kill Chain Framework,4319170.5,35.0
Reflective Practice,3921926.5,73.0
Financial Consolidations,11639125.0,98.0
Accounting For Income Taxes,15136391.5,131.0
IBM System I,35768153.0,516.0
Neurology,183294180.5,1736.0
Certified Athletic Trainer,10662752.0,199.0
Soffit,11474814.0,234.0
Leak Detection And Repair,10868595.5,207.0
Stakeholder Identification,5846461.0,54.0
Siebel CRM,9713649.0,100.0
Java API For RESTful Web Services,4444620.0,41.0
Team Leadership,1367913150.0,18797.0
Pivotal Tracker (Software),5163115.5,44.0
FINRA Series 66 (Uniform Combined State Law),59478008.5,443.0
Static Data,2681928.5,30.0
Top Secret-Sensitive Compartmented Information (TS/SCI Clearance),132085052.5,1230.0
Language Disorders,16683916.5,196.0
Legislation,68648418.0,751.0
Peering (Computer Networking),7187480.0,61.0
Handling Confrontation,6147549.0,123.0
Ethereum,10686076.5,82.0
Wildlife Management,6944821.5,155.0
CTQ Trees (Critical-To-Quality Trees),778475.0,9.0
Business Liaison,6934410.0,74.0
Hazardous Waste Management,9614870.5,148.0
Web Writing,3610391.5,49.0
Public Key Certificates,16605100.5,169.0
Content Analysis,22884286.5,219.0
AWS SDK,1808749.5,14.0
Algorithm Design,38825285.0,301.0
AWS Elastic MapReduce (EMR),24431726.5,174.0
Chilled Water,16908833.0,238.0
Electric Generators,2265742.0,35.0
Directly Observed Therapy,811509.0,14.0
Ethical Research,66206.0,1.0
Refinishing,33077011.0,732.0
Endpoint Management,11359409.0,116.0
Agile Software Development,274795501.0,2235.0
Electronic Billing,23073696.5,417.0
Continuous-Flow Manufacturing,9248533.5,163.0
Catering Management,24869346.0,393.0
Research Experiences,63297108.5,879.0
Solution Architecture,639234994.5,4515.0
Consumer Behaviour,67073614.0,950.0
Palletizing,1318371821.0,35755.0
Conditional Statements,1878040.0,20.0
Systems Theories,11662668.0,158.0
Digital Customer Strategy,1470043.0,13.0
Automotive Sales,128806879.0,1579.0
Western Blot,6993572.5,118.0
General Security,63593362.5,1799.0
Promotional Merchandise,76136130.5,1369.0
Lending Products,27352738.0,282.0
Electronic Patient-Reported Outcome,5631818.5,55.0
Court Reporting,16227136.5,283.0
Engineering Change Order,36301657.5,476.0
Options Strategies,32376612.0,103.0
Bedside Care,16773455.0,184.0
Internal Combustion Engines,5176383.5,100.0
Early Childhood Education,83884585.0,2199.0
Engagement Marketing,13516651.0,181.0
Investments,764268968.5,7310.0
Water Cooling,8844607.5,134.0
Experimental Physics,313700.0,4.0
Political Economy,0.0,0.0
London Interbank Offered Rate (LIBOR),5623997.5,69.0
Pruning Saws,1497537.5,45.0
Retail Experience,16682705.5,244.0
American Board Of Physical Medicine And Rehabilitation (ABPMR) Certification,471000.0,3.0
Mallets,9296673.5,242.0
Nutritional Assessment,14793814.5,234.0
Strategic Selling,35119086.0,387.0
Fabrication,219597507.0,3923.0
Program Assessment Rating Tool,17073809.0,202.0
Restocking Shelves,8143640.5,235.0
Vehicle Inspection,230936300.5,5026.0
Scikit-Learn (Python Package),38342591.5,273.0
Unix Shell,108310302.0,904.0
Microsoft Management Console,13294492.5,157.0
Debt Restructuring,848582.5,8.0
Inventory Forecasting,15005737.5,187.0
Certified Risk Adjustment Coder (CRC),15859242.0,262.0
Fluid Mechanics,39672653.0,420.0
Laser Scanning,3691296.0,47.0
Global Mobility,13527275.0,135.0
Clinical Psychology,119981183.0,1349.0
FINRA Series 79 (Investment Banking Representative),2460166.5,16.0
Key Risk Indicator,17430019.0,125.0
Risk Reduction,33630288.5,362.0
Blood Pressure,170863380.5,2737.0
Numerical Analysis,17377516.5,258.0
Oral And Maxillofacial Surgery,66778504.0,999.0
Domo,20766825.5,204.0
Cinematography,2898899.0,49.0
Automotive Technologies,24338477.0,393.0
Azure Content Delivery Network (Azure CDN),1285331.5,9.0
Cannabis,103540550.5,1745.0
Java Management Extensions,1436120.0,34.0
Data Store,73572169.0,639.0
Azure Service Bus,16051046.0,123.0
Architectural Models,5649184.5,45.0
MAPICS,1015271.0,20.0
Constipation,757759.5,7.0
Cultural Diversity,20197443.5,333.0
Equinox (OSGi),2338964.5,32.0
KPI Reporting,24078696.5,263.0
Agile Project Management,107489850.5,894.0
Look And Feel,28354564.0,372.0
Water Safety Instruction,315926.0,9.0
Protocol Buffers,9833560.0,75.0
C++ (Programming Language),653843505.5,5354.0
Phlebotomy Certification,24651344.5,610.0
Music Education,23116264.5,374.0
Mezzanine Capital,3184062.5,32.0
Radio Frequency Engineering,7749802.0,78.0
Cell Biology,18912902.5,296.0
Quantification,27244025.5,249.0
Interest Rate Risk,6341925.0,61.0
International Sales,11661309.5,172.0
Focus Group,69548994.5,971.0
Sales Plays,11577353.0,73.0
Registered Investment Advisor,3165859.0,33.0
Concurrency Pattern,1352620.0,11.0
Cloud Security,170681312.5,1199.0
Strategic Prioritization,133094823.5,1104.0
Authorization (Computing),640165608.0,4979.0
Apache Kafka,565809096.5,4155.0
Bidding Documents,5883357.0,69.0
Heartworm,6647125.5,186.0
Cyber Threat Intelligence,116917564.0,896.0
Workforce Trends,8157490.5,105.0
AC Power Plugs And Sockets,4545839.5,96.0
Chemical Waste,4613131.5,105.0
Software Sales,92141983.0,812.0
Post-Anesthesia Care Unit,173210227.5,1519.0
Promotional Effectiveness,3425150.0,45.0
SAP FI,7010557.0,63.0
Secret Clearance,214234436.5,2019.0
Database Servers,32936921.5,300.0
Hematocrit,1709382.0,30.0
Jprofiler,2133855.5,16.0
Research Reports,39506889.5,482.0
Treasury Services,12488425.5,124.0
Hoisting,151916931.5,3305.0
Outbound Marketing,19005620.0,304.0
Distributed File Systems,15063690.0,155.0
Over-The-Road Driving,214709735.5,2701.0
Diversity Equity And Inclusion Initiatives,10728544.5,123.0
Continuous Wave,1434596.0,16.0
Sexual Harassment Awareness,23860584.0,366.0
NIST 800,18257629.0,156.0
Probability Theories,5642502.0,44.0
Security Investigations,23701078.5,522.0
Electric Power Distribution,67431035.5,901.0
Sprocket,30453835.5,503.0
Animal Nutrition,3586960.5,68.0
Multi-Device Design,3175283.0,22.0
Restorative Justice,26771624.0,488.0
Academic Libraries,4409636.0,76.0
Risk Control,179971481.0,1738.0
Language Acquisition,8695238.0,157.0
Key Opinion Leader Development,66041088.0,351.0
Forecasting Management,10996145.5,110.0
Certified Alcohol And Drug Counselor (CADC),61992550.0,1238.0
Microcontrollers,36197382.5,321.0
Technical Documentation,309015547.0,3207.0
Product Flow Diagram,27268838.5,591.0
Grills,29503895.0,783.0
QuickBooks Certification,4941235.0,87.0
Computer-Aided Design,307018097.5,5002.0
Automated External Defibrillator (AED) Certification,271017537.5,6188.0
Gatsby.js (Javascript Library),3766522.0,33.0
Zumba,17658708.0,320.0
Financial Sales,30673949.0,409.0
Scenario Testing,95286000.0,938.0
Emergency Response Planning,11151678.5,163.0
Cultural Anthropology,7608648.5,80.0
SMTP (Simple Mail Transfer Protocol),33514650.0,330.0
Corporate Travel Management,40226899.5,572.0
Population Genetics,385514.0,5.0
Outside Sales,1249772193.0,16497.0
Visual Analytics,7507519.0,67.0
First Article Inspections,24158745.5,439.0
Recruitment Strategies,155025188.5,2115.0
Epic EMR Certification,15745414.0,166.0
Browserstack,3727034.0,34.0
Carpet Cleaning,49154066.0,1332.0
Market Potential,25227281.0,225.0
Angiography,16577417.5,173.0
Chronic Care,21955771.0,309.0
Cosmetics,33322122.5,765.0
Transportation Planning,26576681.0,347.0
Combination Products,24024915.0,278.0
Cancer Screening,2276477.5,25.0
Packaging Machine Operation,48168625.5,1130.0
Agile Product Development,27555918.5,216.0
Cycle Time Variation,32164106.5,366.0
Peritoneal Dialysis,11858011.0,141.0
Google Meet,22399549.5,327.0
Verbal Communication Skills,6224586726.5,96329.0
Employee Satisfaction,26024509.5,364.0
Product Stewardship,2523489.0,25.0
Data Compilation,71407697.0,1234.0
Submittals (Construction),232977167.5,2724.0
Infant Mental Health,3336206.0,61.0
Debt Management Planning,10391783.0,123.0
Checkmarx,9330215.5,63.0
Notary Services,67980249.5,904.0
Dental Procedures,53424981.0,1047.0
Merchandise Planning,9000104.5,80.0
Knuckleboom Crane,4126885.0,59.0
SAP Project Management,12122803.5,87.0
Nvidia CUDA,12483445.0,106.0
Product Promotion,113447004.0,1807.0
Event Monitoring,13979464.5,124.0
Rapid Strep Test,1247366.5,31.0
Finite Element Methods,19799411.5,212.0
Systems Analysis,305328943.5,2847.0
Administrative Agencies,9078480.5,108.0
Radioactive Materials,7412982.0,92.0
Airline Transport Pilot Licence,63275625.0,699.0
Metadata Standards,7023393.0,89.0
Disruptive Innovation,347300.0,3.0
Curb Appeal,8407389.5,211.0
Emergency Departments,449284032.0,4209.0
Stamping (Metalworking),83109869.0,1618.0
Network Migration,3379682.0,27.0
Shiny (R Package),10811926.0,95.0
Dimensional Modeling,27822649.0,236.0
Medical Surveillance,12840614.0,119.0
Prosci ADKAR Model,3568114.5,34.0
State Laws,76214256.5,1056.0
Softball,10496151.5,240.0
Functional Design,89837993.5,774.0
Chartered Retirement Planning Counselor,15015200.0,58.0
Financial Instrument,27485202.0,214.0
Sign Language Interpretation,45416568.5,501.0
Water Resources,18782826.0,226.0
Fortran (Programming Language),2277463.5,24.0
Leadership Studies,78505632.5,838.0
Basic Cardiac Life Support,134307320.5,1308.0
Sewage,13922265.0,267.0
Modern Greek,8079413.5,181.0
Engine Repair,51281288.5,732.0
Acquisition Due Diligence,11187669.5,92.0
Category Growth,9392164.5,77.0
Product Launch Readiness,7569352.0,55.0
Asset Valuation,6100583.0,77.0
ISO 14000 Series,31443490.0,462.0
Notes Receivable,563810.0,11.0
Splicing,19238025.5,358.0
Materials Processing,11314681.0,234.0
Configuration Design,12028390.0,95.0
Drag And Drop,5183011.0,67.0
Robotic Automation Software,8081585.0,86.0
Global Marketing,71422791.5,670.0
Easy Java Simulations,4184479.5,31.0
Community Outreach,205201492.0,3755.0
Troubleshooting (Problem Solving),5367646144.0,81970.0
Vendor-Managed Inventory,7013888.5,113.0
Energy Policy,2099272.0,24.0
Medical Records Filing,37632066.5,715.0
Ad Hoc Analysis,125060572.5,1399.0
Content Design,20529201.0,247.0
Quality Policy,30340180.5,560.0
Communications Security,10852233.0,234.0
Border Gateway Protocol,114168426.0,935.0
Substance Abuse Counseling,18692856.0,416.0
SAP ERP,96207139.0,947.0
AC/DC Power,5311591.5,69.0
Public Administration,302541597.5,3607.0
Amazon S3 Glacier,278490.0,2.0
Clinical Rounds,11334171.0,143.0
Claims Resolution,63846762.0,1055.0
Grinding,157902797.5,3369.0
Policy Analysis,34050610.0,363.0
Social Media Advertising,31458718.0,546.0
Basic Life Support (BLS) Certification,2248277177.5,22886.0
United States History,2619011.0,40.0
Conventional Lending,21879715.0,242.0
Recurrent Neural Network (RNN),1075200.0,8.0
Hospitality,62432256.5,1703.0
Demand Planning,99728145.5,1103.0
Transaction Processing Systems,20298203.0,144.0
Architectural Engineering,60917691.5,894.0
Program Optimization,57652385.0,566.0
Promotional Campaigns,26947007.0,466.0
SAP Sales And Distribution,29647385.0,247.0
AWS Certified Security Specialty,6492745.0,42.0
Cyber Security,582705954.0,4801.0
Accounting Machines,7319144.5,124.0
Microbiological Testing,18739602.5,374.0
Event Marketing,56412208.5,1132.0
Medication Dispensation,67991417.0,1374.0
Microsoft Dynamics AX,79657714.5,736.0
Jenkins,726547198.0,5599.0
Radiology Information Systems,2307367.5,27.0
Sales Training,394665550.0,5299.0
Citrix Certified Administrator (CCA),35360.0,1.0
Technical Consulting,38606481.0,327.0
Inventory Monitoring,267556826.5,7286.0
Systems Modeling,9530474.0,71.0
Pneumatic Schematics,10643283.5,175.0
AWS CodeBuild,16673906.5,129.0
Pediatric Oncology,3815150.0,38.0
Concur Expense,9986816.5,163.0
Hematology,95647605.0,972.0
Customer Identification Program,8072053.0,111.0
Environmental Due Diligence,4302081.0,45.0
Merchant Account,1910632.0,33.0
