,July 2022 actual,July 2024 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Analytical Skills,0.0365572752568415,0.03385166612334368,-0.0027056091334978216,-7.4010142016573885,Low,78324.69305136871,15-1200,13-1000,13-2000,11-9000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,11275.020833333334,0.0031091258090950075,24.0,0.06505442699497
Analytical Techniques,0.0015420990478055,0.002528826798129658,0.000986727750324158,63.986016444814695,High,80819.76710334788,19-2000,15-2000,13-1000,15-1200,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Chemical Manufacturing,Insurance Carriers and Related Activities,428.7291666666667,0.002054056865656177,23.0,0.18342359767816035
Analytical Testing,0.0007598873925891,0.0008120260153429488,5.213862275384878e-05,6.8613617310061255,Medium,54456.5737874097,29-2000,19-2000,19-4000,19-1000,51-9000,Administrative and Support Services,"Professional, Scientific, and Technical Services",Unclassified Industry,Chemical Manufacturing,Hospitals,201.8125,0.00012783742190055575,23.0,0.48039150828215893
Analytical Thinking,0.0051927605004174,0.0035357113837435057,-0.001657049116673894,-31.910755686511994,Medium,85548.96414027149,15-1200,13-1000,11-2000,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Insurance Carriers and Related Activities,Administrative and Support Services,Educational Services,1300.7708333333333,0.0006105752072291548,24.0,0.2371459207194403
Analytics,0.008928430595666,0.01124668549223477,0.0023182548965687694,25.96486439278686,High,84844.71218663787,15-1200,13-1000,11-2000,11-9000,15-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Food Services and Drinking Places,Credit Intermediation and Related Activities,3303.1666666666665,0.005731993461141894,27.0,0.05150548182664301
Anatomy,0.0021798714260246,0.0015618748538978454,-0.0006179965721267546,-28.350138670966757,High,59867.57950191571,29-2000,29-1000,25-1000,31-9000,11-9000,Hospitals,Ambulatory Health Care Services,Unclassified Industry,Educational Services,Administrative and Support Services,591.1875,0.0004383057848132759,16.0,0.22498534154752783
Ancillary Medical Services,0.0008678582299869,0.000882895032150751,1.5036802163851033e-05,1.7326334698788315,Medium,70074.05263157895,29-1000,11-9000,29-2000,31-9000,21-1000,Unclassified Industry,Ambulatory Health Care Services,Hospitals,Insurance Carriers and Related Activities,Nursing and Residential Care Facilities,296.5416666666667,0.00011105233648613237,24.0,0.8666666742445356
Android (Operating System),0.0036285700979369,0.0027886498111584167,-0.0008399202867784834,-23.14741796654384,High,107778.26927979603,15-1200,99-9000,27-1000,11-9000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,1055.625,0.0011941779942298589,23.0,0.21104006701357636
Anesthesias,0.0022388882406464,0.002441886278938096,0.000202998038291696,9.066912524096669,Medium,85120.79082064297,29-1000,29-2000,31-9000,11-9000,43-6000,Unclassified Industry,"Professional, Scientific, and Technical Services",Hospitals,Ambulatory Health Care Services,Administrative and Support Services,604.5416666666666,0.0003078707103051443,24.0,0.2467945555408628
Anesthesiology,0.0008641198294253,0.0008476192272517111,-1.65006021735889e-05,-1.909527083131856,Medium,164262.6592920354,29-1000,29-2000,11-9000,25-1000,41-4000,Administrative and Support Services,Unclassified Industry,Hospitals,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",264.8958333333333,0.00020192931989407992,20.0,0.7286177561620402
Angular (Web Framework),0.007754993123009,0.006721059490449653,-0.0010339336325593468,-13.332489354396387,Medium,122014.1058991684,15-1200,99-9000,13-1000,11-9000,17-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,2530.5416666666665,0.0013330409956373275,26.0,0.23052463649667396
Animal Care,0.0009414378333766,0.0009149080003808039,-2.652983299579611e-05,-2.818012199556832,Low,42077.71658615137,39-2000,41-2000,29-2000,99-9000,41-1000,Unclassified Industry,Miscellaneous Store Retailers,Educational Services,"Professional, Scientific, and Technical Services",Personal and Laundry Services,251.70833333333331,7.799861340984762e-05,18.0,0.7123844346040513
Animations,0.0013625263527527,0.0014121641057656307,4.96377530129306e-05,3.6430673735335746,Medium,78320.74355432781,27-1000,15-1200,25-1000,99-9000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Health and Personal Care Stores,404.5625,0.0001727208198806388,15.0,1.4371772842258297
Annual Reports,0.0017115914139132,0.006050162195591066,0.0043385707816778665,253.48168648255958,High,77666.64848484848,13-2000,11-3000,11-9000,11-2000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Educational Services,Administrative and Support Services,Real Estate,425.5208333333333,0.004981111506493753,24.0,0.6478386314827639
Ansible,0.0036117964996724,0.0033637719282011516,-0.00024802457147124826,-6.867069379289359,High,134928.89175724637,15-1200,17-2000,99-9000,11-9000,13-1000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,935.3125,0.0018274853642371567,23.0,0.19952622052253471
Anti Money Laundering,0.0011946971994981,0.0014934135673827754,0.0002987163678846753,25.003521227819732,High,87717.0174863388,13-1000,13-2000,41-3000,99-9000,11-9000,Credit Intermediation and Related Activities,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",416.0,0.0006030213920416574,24.0,0.12663854218579607
Apache Cassandra,0.0016300452226893,0.0013403846085779597,-0.0002896606141113403,-17.770096809550417,Medium,137201.3205928237,15-1200,17-2000,99-9000,15-2000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,"Merchant Wholesalers, Nondurable Goods",548.4166666666666,0.0003153024731493942,16.0,0.12212056131039103
Apache HBase,0.0004052708854165,0.0003141036164233833,-9.11672689931167e-05,-22.495390681574225,High,128317.52992957746,15-1200,15-2000,99-9000,11-9000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,228.04166666666663,0.00018879086713814873,21.0,0.1835454888446955
Apache Hadoop,0.0028962415026474,0.0034811135792833254,0.0005848720766359252,20.194174971296576,High,131469.09794000722,15-1200,15-2000,99-9000,11-9000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,1174.7708333333333,0.0011041889850931874,24.0,0.08508259606549877
Apache Hive,0.0013860781278194,0.0008298969930718483,-0.0005561811347475518,-40.12624711296359,High,130379.74489100816,15-1200,15-2000,13-1000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,577.9583333333334,0.00048262089389899157,24.0,0.09118290842592863
Apache Kafka,0.0045541399340805,0.006308461256818626,0.0017543213227381258,38.52146284767885,High,136346.82765151514,15-1200,17-2000,99-9000,15-2000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",1155.2083333333333,0.0022764024911462234,24.0,0.18251115135334492
Apache Maven,0.0033032862179604,0.00977097562673194,0.00646768940877154,195.7956102503581,High,123053.97869890615,15-1200,13-1000,99-9000,11-9000,17-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,701.8541666666666,0.01002570409430585,17.0,0.4469414181482134
Apache Spark,0.0043120819237985,0.004392431379479451,8.034945568095083e-05,1.8633564273790801,High,129485.82305279664,15-1200,15-2000,11-9000,99-9000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,1338.9375,0.001416189396938024,24.0,0.1678625461499981
Apache Subversion,0.000984978169876,0.0011813259148465564,0.0001963477449705563,19.934223008746958,High,117487.4466403162,15-1200,99-9000,17-2000,15-2000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Computer and Electronic Product Manufacturing,Educational Services,490.7291666666667,0.0011431631728344375,23.0,0.04707281874861989
Apache Tomcat,0.0009070024826454,0.0017299433494896417,0.0008229408668442418,90.73193101346529,High,118847.53613053611,15-1200,99-9000,17-2000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,"Merchant Wholesalers, Nondurable Goods",342.875,0.001817033635762227,23.0,0.07232222669754339
Appeals,0.0027998717073624,0.0025766989074478023,-0.00022317279991459788,-7.9708223533154765,Medium,65813.9896101326,11-9000,29-1000,29-2000,43-3000,13-1000,Unclassified Industry,Insurance Carriers and Related Activities,"Professional, Scientific, and Technical Services",Ambulatory Health Care Services,Educational Services,953.5833333333334,0.00037859295098331984,28.0,0.13801822068669256
Apple IOS,0.0046822054213915,0.006112389693057665,0.0014301842716661654,30.545098793233432,High,81269.80107826734,15-1200,27-1000,99-9000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,1395.3333333333333,0.0029027916803813945,27.0,0.28465789947939785
Apple IPad,0.001177464435134,0.001351748660567634,0.00017428422543363403,14.801655169635744,Low,56663.92733635241,15-1200,41-4000,49-9000,21-1000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Social Assistance,Credit Intermediation and Related Activities,395.3125,9.195870010973161e-05,16.0,0.11029683266135998
Appliance Repair,0.0007675755355008,0.0008402852256716367,7.270969017083673e-05,9.472642991858478,Medium,91528.42501013375,49-9000,49-1000,17-3000,37-2000,49-2000,Unclassified Industry,Administrative and Support Services,Real Estate,General Merchandise Stores,Repair and Maintenance,262.6041666666667,0.00018931333128158152,21.0,0.3281987997848211
Applicant Tracking Systems,0.004063213167775,0.004134860878487696,7.164771071269636e-05,1.7633264058338927,High,64564.34692287717,13-1000,11-3000,99-9000,11-9000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Merchant Wholesalers, Nondurable Goods",Ambulatory Health Care Services,1042.2083333333333,0.0016233430664389927,16.0,0.14118340108389651
Application Deployment,0.0008683114214322,0.001037963164799559,0.00016965174336735903,19.53812182817244,Medium,123090.12974296206,15-1200,17-2000,13-1000,11-9000,15-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,297.9583333333333,0.0002583358644562014,16.0,0.12091242841782582
Application Development,0.0082133502986031,0.012337417481239182,0.004124067182636082,50.21175321521949,High,124383.60820639494,15-1200,13-1000,11-9000,99-9000,11-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,2358.9375,0.016727616902767875,24.0,0.1291046795315081
Application Lifecycle Management,0.0012538961912132,0.0011475789000082513,-0.0001063172912049487,-8.478954793066404,Medium,123512.22557840616,15-1200,13-1000,11-9000,99-9000,11-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Health and Personal Care Stores,Credit Intermediation and Related Activities,349.2083333333333,0.0002846119915509807,20.0,0.2694568253520753
